food_id,food_name_en,ingredients_en,,description_en,,main_category_en,calorie_category,rating_avg,calories_per_100g,fats_per_100g,protein_per_100g,carbs_per_100g
3383,Molokhia Potato grilled,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Vegetarian,Low,3.8,93,0.1,2.5,21.2
3386,Chicken Crepe,"Chicken, Cheese, Bell pepper, Onion, White sauce",,"A crepe stuffed with chicken, cheese, and vegetables, cooked on a griddle",,Poultry,Medium,4.2,210,8.5,15,20
3387,Chicken Shawarma Crepe,"Chicken shawarma, Onion, Tomato, Garlic sauce",,"A crepe filled with chicken shawarma and garlic sauce, cooked on a griddle",,Poultry,Medium,4.3,215,11.2,21.8,9.4
3388,Minced Meat Crepe,"Minced meat, Onion, Pepper, Cheese",,"An Egyptian dish made with Minced meat, Onion, Pepper, Cheese, prepared in a crepe style.",,Meat,Medium,4.1,225,9.5,14,22
3389,Sausage Crepe,"Sausage, Pepper, Onion, Cheese",,"An Egyptian dish made with Sausage, Pepper, Onion, Cheese, prepared in a crepe style.",,Meat,Medium,4.2,301,25.6,17.9,1.8
3390,Hot Dog Crepe,"Hot dog, Cheese, Ketchup, Mayonnaise",,"An Egyptian dish made with Hot dog, Cheese, Ketchup, Mayonnaise, prepared in a crepe style.",,Meat,Medium,4,218,9,10,24
3391,Mixed Meat Crepe,"Chicken, Meat, Sausage, Cheese, Pepper",,"An Egyptian dish made with Chicken, Meat, Sausage, Cheese, Pepper, prepared in a crepe style.",,Meat,Medium,4.4,230,10,15,22
3392,Vegetable Crepe,"Bell pepper, Mushroom, Onion, Corn, Cheese",,"An Egyptian dish made with Bell pepper, Mushroom, Onion, Corn, Cheese, prepared in a crepe style.",,Vegetarian,Low,4.1,265,21.5,14.2,3.9
3393,Spinach Cheese Crepe,"Spinach, Cheese, White sauce",,"A crepe filled with Spinach and Cheese, prepared in a crepe style.",,Vegetarian,Low,4.3,265,21.5,14.2,3.9
3394,Mushroom Cheese Crepe,"Mushroom, Cheese, White sauce",,"A crepe filled with Mushroom and Cheese, prepared in a crepe style.",,Vegetarian,Low,4.2,265,21.5,14.2,3.9
3395,BBQ Chicken Crepe,"Chicken, BBQ sauce, Cheese, Bell pepper",,"A crepe filled with Chicken, BBQ sauce, and vegetables.",,Poultry,Medium,4.5,215,8.5,15,21
3396,Lotus Crepe,"Lotus spread, Cream",,A sweet crepe filled with Lotus spread and cream.,,Dessert,High,4.6,281,11.4,4.2,43.1
3397,Oreo Crepe,"Oreo, Chocolate, Cream",,"A sweet crepe filled with Oreo, chocolate, and cream.",,Dessert,High,4.7,281,11.4,4.2,43.1
3398,Spicy Chicken Crepe,"Chicken, Hot pepper, Cheese, White sauce",,A spicy crepe filled with Chicken and Cheese.,,Poultry,Medium,4.5,210,8.5,15,20
3399,Chicken Pane Crepe,"Fried chicken pane, Cheese, White sauce",,A crepe filled with Fried Chicken Pane and Cheese.,,Poultry,Medium,4.4,235,9.5,15,24
3400,Chicken Mushroom Crepe,"Chicken, Mushroom, Cheese, White sauce",,"A crepe filled with Chicken, Mushroom, and Cheese.",,Poultry,Medium,4.4,205,8,14,20
3401,Mix Cheese Crepe,"Mozzarella, Roumy, Cheddar",,A crepe filled with a mix of different cheeses.,,Vegetarian,Medium,4.1,220,10.5,9,23
3402,Strawberry Chocolate Crepe,"Strawberry, Chocolate, Cream",,A sweet crepe filled with Strawberry and Chocolate.,,Dessert,High,4.6,546,31.3,4.9,61.2
3403,Honey Nuts Crepe,"Honey, Nuts, Cream",,A sweet crepe filled with Honey and Nuts.,,Dessert,High,4.7,281,11.4,4.2,43.1
3404,Burger Crepe,"Burger meat, Cheese, Lettuce, Ketchup, Mayonnaise",,"A crepe filled with Burger meat, Cheese, Lettuce, Ketchup, and Mayonnaise.",,Meat,Medium,4.4,240,10,15,24
3405,Kofta Crepe,"Kofta, Onion, Pepper, White sauce",,"A crepe filled with Kofta, Onion, Pepper, and Cheese.",,Meat,Medium,4.5,177,4.7,9.8,22.8
3406,Pastrami Cheese Crepe,"Pastrami, Cheese, Pepper, Onion",,"A crepe filled with Pastrami, Cheese, Pepper, and Onion.",,Meat,Medium,4.4,220,9.5,13,21
3407,Fries Cheese Crepe,"Fries, Cheese, Ketchup",,"A crepe filled with Fries, Cheese, and Ketchup.",,Vegetarian,Low,4.3,312,14.7,3.4,41.4
3408,Meat Shawarma Crepe,"Meat shawarma, Onion, Tomato, Tahini sauce",,"A crepe filled with Meat Shawarma, Onion, Tomato, and Tahini sauce.",,Meat,Medium,4.5,215,11.2,21.8,9.4
3409,Egyptian Kabsa,"Basmati rice, Meat, Kabsa spices, Vegetables",,"Middle Eastern rice dish with Egyptian twist, spiced meat and vegetables.",,Meat,High,4.3,162,5.4,12.8,18.7
3410,Strawberry Jelly Dessert,Strawberry flavored jelly dessert.,,Strawberry flavored jelly dessert.,,Dessert,Low,4.2,281,11.4,4.2,43.1
10005,Fava Beans with Olive Oil,"Fava beans, olive oil, lemon, tomato, cumin",,Fava beans rich in plant protein and fiber,,Vegetarian,Medium,4.5,110,0.7,7.6,19.7
10010,Banana Protein Smoothie,"Whey protein, banana, milk, honey",,Post-workout protein shake for muscle building,,Smoothies & Shakes,Medium,4.5,154,2.5,15,18
10011,Chocolate Protein Smoothie,"Chocolate protein, milk, ice",,Delicious chocolate flavored protein shake,,Smoothies & Shakes,Medium,4.5,142,2,16,15
10012,Blueberry Protein Smoothie,"Blueberries, protein, yogurt, honey",,Smoothie rich in antioxidants and protein,,Smoothies & Shakes,Medium,4.5,126,1.5,12,16
10014,Coffee Protein Drink,"Coffee, protein, milk, ice",,Caffeinated protein drink for extra pre-workout energy,,Protein Shakes,Low,4.5,70,1,14,8
10016,Mango Protein Smoothie,"Mango, protein, Greek yogurt, honey",,Delicious tropical shake rich in protein,,Smoothies & Shakes,Medium,4.5,136,1.8,13,17
10018,Peanut Butter Smoothie,"Peanut butter, banana, protein, milk",,High-calorie shake for muscle mass gain,,Smoothies & Shakes,High,4.5,180,8,12,20
15006,Strawberry Banana Smoothie,"Strawberry, banana, yogurt",,Refreshing smoothie rich in vitamins,,Smoothies & Shakes,Low,4.5,75,0.5,2.8,17
15007,Mango Smoothie,"Mango, yogurt, honey",,Delicious tropical smoothie,,Smoothies & Shakes,Medium,4.5,95,0.8,2.5,22
15008,Banana Protein Smoothie,"Whey protein, banana, milk",,Protein shake for muscle building,,Smoothies & Shakes,Medium,4.5,158,2,20,15
15009,Chocolate Protein Smoothie,"Chocolate protein, milk",,Chocolate flavored protein shake,,Smoothies & Shakes,Medium,4.5,150,1.5,22,12
15010,Strawberry Protein Smoothie,"Protein, strawberry, milk",,Strawberry protein shake,,Smoothies & Shakes,Medium,4.5,152,1.8,21,13
20011,Coffee Protein Smoothie,"Protein, coffee, milk",,Coffee protein smoothie for energy,,Smoothies & Shakes,Medium,4.5,105,1.2,20,10
20015,Berry Smoothie,"Berries, banana, yogurt",,Antioxidant-rich berry smoothie,,Smoothies & Shakes,Medium,4.5,85,0.6,2.2,19
20016,Avocado Smoothie,"Avocado, milk, honey",,Creamy avocado smoothie,,Smoothies & Shakes,Medium,4.5,135,9,3,15
30002,Grilled Meat,"Beef, salt, pepper",,High protein grilled beef,,Meat,Medium,4.5,210,10.5,27,0
30003,Cottage Cheese,Cottage cheese,,Low-fat cottage cheese rich in protein,,Vegetarian,Low,4.5,98,4.3,11,3.4
30008,Watermelon Smoothie,"Watermelon, mint, lemon",,Refreshing and hydrating watermelon smoothie,,Smoothies & Shakes,Medium,4.5,30,2,0.6,7.6
30009,Pineapple Smoothie,"Pineapple, banana, yogurt",,Refreshing tropical pineapple smoothie,,Smoothies & Shakes,Medium,4.5,65,2,1.8,15
30013,Green Smoothie,"Spinach, banana, apple, water",,Healthy green smoothie rich in vitamins,,Smoothies & Shakes,Medium,4.5,52,2,1.8,13
30014,Date Milk Smoothie,"Dates, milk, cinnamon",,Traditional date milk smoothie for energy,,Smoothies & Shakes,Medium,4.5,125,2,3.5,28
30015,Hareesa,"Beef, cracked wheat, salt, cumin, cinnamon",,A popular Egyptian dish of slowly cooked beef and cracked wheat until tender and thick.,,Meat,Medium,2.9,185,7.2,14.5,16
30018,Eggs with Pastirma,"Eggs, pastirma, tomatoes, salt, pepper",,Fried eggs cooked with traditional Egyptian cured beef pastirma.,,Meat,Medium,2.5,180,12.4,15,2
30019,Clotted Cream with Honey,"Clotted cream, honey, ashta",,Thick Egyptian clotted cream served with pure honey as breakfast or snack.,,Dessert,High,2.8,320,26,4,18
30020,Ful with Eggs,"Fava beans, eggs, tomatoes, garlic, cumin",,Fava beans cooked with eggs and tomatoes in Egyptian style.,,Vegetarian,Medium,3.5,140,6,9.5,14
30021,Fish with Tahini,"Fish, tahini, lemon, garlic, parsley",,Grilled or baked fish served with rich tahini sauce and lemon.,,Seafood,Medium,2.8,165,8.3,20.5,5
30023,Bread with Ghee,"Pita bread, ghee, honey",,Fresh pita bread with Egyptian ghee and honey.,,Pastry,High,2.9,280,12,6,38
30024,Potato and Meat Tray,"Potatoes, lamb, tomatoes, onion, spices",,"Oven tray of potatoes and lamb with tomatoes, onion and spices.",,Meat,Medium,2.3,175,8,13,14
30025,Galash with Meat,"Phyllo pastry, ground beef, onion, eggs, butter",,Thin phyllo pastry filled with seasoned ground beef.,,Pastry,High,2.2,310,18,14,24
30026,Grilled Kofta,"Ground beef, onion, parsley, cumin, coriander",,Spiced ground beef fingers grilled over charcoal.,,Meat,Medium,4.2,220,14,18,4
30027,Stuffed Grape Leaves,"Grape leaves, rice, ground beef, tomatoes, lemon",,"Grape leaves stuffed with rice and meat mixture, cooked in lemon juice.",,Meat,Medium,3.3,155,6.5,8.5,18
30028,Spiced Beef Ribs,"Beef ribs, garlic, cumin, coriander, tomatoes",,Beef ribs slow-cooked with rich Egyptian spices.,,Meat,High,3.2,290,20,22,3
30029,Vegetable Soup,"Carrots, potatoes, onion, celery, salt, pepper",,Warm Egyptian vegetable soup rich in vitamins.,,Soup,Low,2.3,55,1,2,9
30030,Chicken Noodle Soup,"Chicken, vermicelli, carrots, onion, salt, spices",,Classic Egyptian chicken soup with vermicelli and vegetables.,,Soup,Low,2.2,75,2.5,7,6.5
30033,Cheese Samboosa,"Dough, white cheese, eggs, parsley",,Fried pastries stuffed with white cheese and parsley.,,Pastry,High,3.1,330,18,12,30
30035,Herb Grilled Chicken Breast,"Chicken breast, garlic, thyme, lemon, olive oil",,"Lean grilled chicken breast with fresh herbs, ideal for muscle building.",,Poultry,Low,2.3,165,3.6,31,0
30036,Tuna Vegetable Salad,"Tuna, cucumber, tomatoes, onion, lemon, olive oil",,High-protein tuna salad perfect for weight loss and muscle building.,,Salad,Low,3.3,120,4.5,18,5
30037,Boiled Eggs with Avocado,"Eggs, avocado, lemon, salt, pepper",,Protein and omega-3 rich meal ideal for pre or post workout.,,Salad,Medium,3.4,195,14,10,4
30038,Lemon Grilled Salmon,"Salmon, lemon, garlic, olive oil, thyme",,Grilled salmon rich in omega-3 and protein for heart and muscle health.,,Seafood,Medium,3.5,208,13,22,0
30039,Brown Rice with Chicken,"Brown rice, chicken breast, spices, vegetables",,Balanced meal of brown rice and grilled chicken for energy and muscle gain.,,Poultry,Medium,2.3,175,3.5,22,18
30040,Quinoa Vegetable Salad,"Quinoa, cucumber, tomatoes, carrots, lemon, olive oil",,"Quinoa salad rich in protein and fiber, suitable for keto and weight loss.",,Salad,Low,2.6,135,5,6,18
30041,Protein Pancakes,"Eggs, banana, protein powder, oats",,Healthy protein pancakes suitable as post-workout meal.,,Pastry,Medium,3.2,155,4,18,14
30042,Oats with Banana and Nuts,"Oats, banana, almonds, honey, milk",,Healthy breakfast rich in fiber and energy.,,Vegetarian,Medium,3,185,6.5,7,28
30043,Strawberry Cottage Cheese Salad,"Strawberries, cottage cheese, honey, mint",,Light and refreshing protein salad ideal for weight loss.,,Salad,Low,2.8,95,2,10,10
30044,Chicken with Grilled Vegetables,"Chicken breast, bell peppers, zucchini, onion, garlic, olive oil",,"Grilled chicken breast with colorful grilled vegetables, a complete healthy meal.",,Poultry,Low,2,140,5,24,6
30045,Spiced Red Lentils,"Red lentils, cumin, turmeric, garlic, onion",,High-protein and fiber red lentil dish suitable for muscle building.,,Vegetarian,Low,3.3,110,1,8,19
30046,Grilled Turkey Breast,"Turkey breast, garlic, herbs, olive oil, lemon",,Low-fat high-protein turkey breast ideal for diet.,,Poultry,Low,2,150,2,30,0
30047,Scrambled Egg Whites,"Egg whites, salt, pepper, light olive oil",,"Low-fat high-protein egg whites, perfect meal for muscle building.",,Vegetarian,Low,3.3,55,0.2,12.5,0.8
30048,Hummus with Olive Oil,"Boiled chickpeas, tahini, lemon, garlic, olive oil",,"Smooth hummus rich in protein and fiber, a comprehensive healthy meal.",,Vegetarian,Medium,3,175,10,8,14
30049,Chickpea Vegetable Salad,"Chickpeas, tomatoes, cucumber, parsley, lemon, olive oil",,Refreshing chickpea salad rich in plant protein and fiber.,,Salad,Low,2.4,130,4.5,7,16
30050,Chocolate Banana Protein Shake,"Banana, chocolate protein, milk, oats, nuts",,Post-workout protein shake rich in nutrients for energy recovery.,,Protein Shakes,Medium,3.2,220,5,25,22
30051,Green Clover Shake,"Spinach, banana, apple, ginger, lemon, water",,Detox green shake rich in vitamins and minerals.,,Smoothies & Shakes,Low,3.5,75,0.5,2,16
30052,Grilled Tuna Steak,"Fresh tuna, lemon, garlic, olive oil, herbs",,Grilled tuna steak rich in omega-3 and high quality protein.,,Seafood,Low,2.4,145,5,25,0
30053,Spicy Chicken Soup,"Chicken breast, chili pepper, garlic, ginger, vegetables",,Metabolism-boosting chicken soup ideal for weight loss diet.,,Soup,Low,4.3,80,2.5,12,5
30054,Grilled Sweet Potato,"Sweet potato, olive oil, cinnamon, salt",,"Grilled sweet potato rich in fiber and vitamins, a healthy carbohydrate source.",,Vegetarian,Medium,4,105,2,2,21
30055,Greek Yogurt with Berries,"Greek yogurt, strawberries, blueberries, honey",,High-protein Greek yogurt with antioxidant-rich berries.,,Dessert,Low,4,85,0.5,9,12
30056,Fish Fillet with Vegetables,"Fish fillet, bell peppers, zucchini, lemon, garlic",,"Grilled fish fillet with assorted vegetables, a complete light meal.",,Seafood,Low,3.6,130,4,22,5
30057,Keto Avocado Cheese Salad,"Avocado, feta cheese, cucumber, olives, lemon, olive oil",,"Perfect keto salad high in healthy fats and protein, low in carbs.",,Salad,Low,2.6,210,18,6,5
30058,Lean Beef Steak,"Lean beef, garlic, herbs, salt, pepper",,"Lean beef steak low in fat and rich in protein, ideal for muscle building.",,Meat,Medium,3.7,190,8,28,0
30059,Nuts and Raisins Mix,"Almonds, walnuts, raisins, cashews, pistachios",,"Nut mix rich in omega-3 and minerals, an ideal healthy snack.",,Vegetarian,High,2.2,550,45,15,25
30060,Chocolate Protein Cake,"Protein powder, dark chocolate, eggs, yogurt, oats",,Healthy low-sugar protein cake rich in protein for healthy dessert lovers.,,Dessert,Medium,3.6,180,7,20,16
30061,Vanilla Banana Shake,"Banana, vanilla protein, milk, Greek yogurt",,Light and delicious protein shake suitable post-workout.,,Protein Shakes,Medium,3.8,195,3,22,24
30062,Peanut Butter Apple Plate,"Apple, natural peanut butter",,Healthy snack of apple with natural peanut butter.,,Vegetarian,Medium,3.7,160,8,4.5,18
30063,Garlic Grilled Shrimp,"Shrimp, garlic, butter, parsley, lemon",,Garlic butter grilled shrimp rich in protein and low in fat.,,Seafood,Low,2.2,120,2,22,2
30064,Oat Honey Protein Bar,"Oats, honey, protein powder, almond butter, dark chocolate",,Homemade healthy protein bar suitable as pre-workout snack.,,Protein Shakes,Medium,3.7,250,9,18,28
30066,Basbousa with Cream,"Semolina, sugar, yogurt, cream, almonds",,Soft Egyptian basbousa with cream and almond garnish.,,Dessert,High,3.5,360,15,6,52
30067,Kunafa with Cheese,"Kunafa pastry, mozzarella, sugar syrup, rose water, ghee",,Famous oriental dessert of fine kunafa pastry stuffed with cheese and fried in ghee.,,Dessert,High,4.8,420,20,10,55
30068,Luqaimat with Honey,"Flour, yeast, water, sugar, oil, honey",,Small fried dough balls served with honey.,,Dessert,High,2.5,350,18,4,45
30069,Rose Water Muhallabia,"Milk, starch, sugar, rose water, nuts",,Delicate Egyptian milk pudding with rose water and nuts flavor.,,Dessert,Medium,2.7,180,6,5,27
30070,Balah El Sham,"Flour, butter, eggs, oil, sugar syrup",,Crispy fried pastry coated with sugar syrup.,,Dessert,High,1.8,395,22,5,48
30071,Raqaq with Cream and Honey,"Thin bread, cream, honey, nuts",,"Layers of thin bread with cream, honey and nuts.",,Dessert,High,3.6,340,18,6,42
30072,Tahini Halva with Nuts,"Tahini, sugar, mixed nuts",,Traditional Egyptian tahini halva with rich mixed nuts.,,Dessert,High,4.3,495,30,11,50
30073,Strawberry Cheesecake,"Cream cheese, strawberries, biscuit, butter, sugar, eggs",,Creamy cheesecake with fresh strawberry sauce.,,Dessert,High,2,365,22,7,37
30074,Creme Caramel,"Eggs, milk, sugar, vanilla, caramel",,Smooth egg custard with melted caramel.,,Dessert,Medium,2.5,175,5,6,27
30075,Chocolate Molten Cake,"Dark chocolate, butter, eggs, flour, sugar",,Chocolate cake with a deliciously melted center.,,Dessert,High,4.2,420,25,8,45
30076,Lemon Tart,"Flour, butter, eggs, lemon, sugar, cream",,Sweet and tangy lemon tart with a crispy biscuit base.,,Dessert,High,2.6,310,16,5,40
30077,Mango Ice Cream,"Mango, milk, cream, sugar, vanilla",,Natural creamy and refreshing mango ice cream.,,Dessert,High,2,210,10,3,30
30078,Qatayef with Cream,"Qatayef pancakes, cream, nuts, sugar syrup",,"Ramadan pancakes stuffed with cream and nuts, fried or baked.",,Dessert,High,2.3,380,18,7,50
30079,Chocolate Pudding,"Chocolate, milk, starch, sugar, vanilla",,Smooth and creamy chocolate pudding.,,Dessert,Medium,2.5,195,7,4.5,30
30080,Vanilla Bavarois,"Cream, vanilla, gelatin, milk, sugar",,Smooth French dessert with vanilla flavor.,,Dessert,Medium,2,230,14,5,23
30081,Strawberry Tart,"Flour, butter, pastry cream, fresh strawberries",,Fresh strawberry tart with smooth cream and crispy base.,,Dessert,High,3.5,285,14,5,37
30082,Chocolate Soufflé,"Dark chocolate, eggs, butter, sugar, flour",,Beautifully puffed chocolate soufflé with rich flavor.,,Dessert,High,3.6,340,18,9,38
30083,Blueberry Muffin,"Flour, blueberries, butter, sugar, eggs, milk",,Soft and fluffy muffin stuffed with fresh blueberries.,,Dessert,High,2.5,320,14,5,44
30084,Carrot Cake with Cream Cheese,"Carrots, flour, eggs, sugar, cinnamon, cream cheese",,Moist carrot cake with cream cheese frosting.,,Dessert,High,2.9,350,18,5,46
30085,Rice Pudding with Cinnamon,"Rice, milk, sugar, cinnamon, vanilla",,Creamy rice pudding with traditional cinnamon.,,Dessert,Medium,2.3,160,3.5,4,30
30087,Mango Panna Cotta,"Cream, gelatin, sugar, vanilla, mango",,Smooth Italian dessert with tropical mango sauce.,,Dessert,Medium,3,270,18,3,25
30088,Dark Chocolate with Nuts,"Dark chocolate, almonds, pistachios, cashews",,Premium dark chocolate with assorted nuts.,,Dessert,High,3.4,530,38,8,42
30089,Oat Chocolate Cookies,"Oats, chocolate chips, butter, sugar, eggs",,Crispy and crunchy oat cookies with chocolate chips.,,Dessert,High,2.8,460,22,7,62
30090,Vanilla Ice Cream with Caramel,"Cream, vanilla, sugar, caramel",,Smooth vanilla ice cream with golden caramel.,,Dessert,High,3.5,265,14,4,33
30091,Chocolate Profiteroles,"Flour, butter, eggs, chocolate, cream",,Choux balls with vanilla cream covered in dark chocolate.,,Dessert,High,3.3,410,24,7,44
30092,Pistachio Gelato,"Pistachios, milk, cream, sugar",,Authentic Italian gelato with pistachio flavor.,,Dessert,High,3.2,235,12,5,29
30093,Om Ali Soup with Pita Bread,"Pita bread, milk, sugar, cream, nuts, almonds",,Warm liquid version of the famous Egyptian Om Ali dessert.,,Dessert,High,3.2,290,14,7,35
30094,Oat Pudding with Fruits,"Oats, milk, fresh fruits, honey, cinnamon",,Healthy oat pudding with fresh fruits and honey.,,Dessert,Medium,3.2,155,3,5,28
30095,Mixed Rice,"Rice, vermicelli, ghee, salt, spices",,"Egyptian rice cooked with vermicelli fried in ghee, traditional style.",,Vegetarian,Medium,2.4,155,4.5,3,27
30096,Grilled Sujuk,"Sujuk, garlic, cumin, sweet pepper, vinegar",,Grilled sujuk seasoned with garlic and cumin in Egyptian style.,,Meat,High,3.2,350,28,18,2
30097,Fino Bread with Cheese and Dates,"Fino bread, white cheese, date paste",,A popular light Egyptian breakfast.,,Pastry,High,3.8,310,12,9,44
30098,Trotters Tagine,"Trotters, garlic, vinegar, cumin, salt, pepper",,Trotters slow-cooked with rich Egyptian spices.,,Meat,High,3.2,230,14,20,2
30099,Nutella Crepe,"Flour, eggs, milk, butter, Nutella",,Thin crepe filled with creamy Nutella.,,Pastry,High,2.1,340,16,7,45
30100,Chicken Pane with Sauce,"Chicken breast, breadcrumbs, eggs, oil, tomato sauce",,Crispy breaded chicken with tomato sauce.,,Poultry,High,3.6,265,13,22,18
30101,Egyptian Beef Burger,"Ground beef, onion, garlic, spices, burger bun",,Ground beef burger seasoned with Egyptian spices.,,Meat,High,3.2,320,18,20,25
30102,Sautéed Shrimp with Garlic,"Shrimp, garlic, butter, lemon, parsley",,Quick sautéed shrimp with garlic and butter.,,Seafood,Medium,3,135,6,20,2
30103,Asida with Honey,"Wheat flour, water, salt, honey, ghee",,Traditional Egyptian wheat porridge served with honey and ghee.,,Vegetarian,High,3.5,280,8,5,48
30104,Fish Tray with Vegetables,"Tilapia, potatoes, tomatoes, peppers, onion, oil",,Baked fish tray in oven with fresh vegetables.,,Seafood,Medium,4.1,145,5.5,18,8
30105,Egyptian Fattoush,"Toasted bread, lettuce, tomatoes, cucumber, radish, lemon, olive oil",,Fattoush salad with toasted bread and fresh vegetables.,,Salad,Low,2,85,3.5,2.5,13
30106,Garlic Herb Bread,"French bread, garlic, butter, parsley, thyme",,Crispy garlic herb bread with fresh herbs.,,Pastry,High,2.8,295,14,7,38
30107,Fish Tagine with Tomatoes,"Fish, tomatoes, onion, garlic, peppers, coriander",,Egyptian fish tagine with tomatoes and spices in the oven.,,Seafood,Low,4,120,4,17,6
30108,Freekeh with Chicken,"Freekeh, chicken, onion, cumin, cinnamon, spices",,Freekeh grain cooked with chicken and Egyptian spices.,,Poultry,Medium,3,190,5,18,20
30109,Fried Eggs with Onion,"Eggs, onion, tomatoes, oil, salt, pepper",,Fried eggs with onion and tomatoes Egyptian style.,,Vegetarian,Medium,2.7,165,12,9,4
30110,Pasta with Red Sauce,"Pasta, tomato sauce, garlic, onion, spices",,Pasta with classic Egyptian tomato sauce.,,Pasta,Medium,2,185,3,6.5,35
30111,Grilled Pigeon,"Pigeon, garlic, lemon, cumin, spices",,Egyptian pigeon grilled with spices and lemon.,,Poultry,Medium,4,210,10,28,0
30112,Halla Kebab,"Lamb, onion, tomatoes, spices, salt",,Lamb kebab cooked in pot with tomatoes and onion.,,Meat,Medium,2.8,245,16,20,5
30113,Mujaddara Soup,"Lentils, rice, fried onion, cumin, salt",,Lentil and rice soup with crispy fried onion.,,Soup,Low,2.8,95,2,5.5,16
30114,Yogurt Cucumber Salad,"Yogurt, cucumber, garlic, mint, salt",,Refreshing yogurt salad with cucumber and mint.,,Salad,Low,2.7,65,2.5,4,6
30115,Ful with Oil and Lemon,"Fava beans, olive oil, lemon, garlic, cumin",,Fava beans with olive oil and lemon Alexandrian style.,,Vegetarian,Low,3,110,4.5,7,12
30116,Mixed Grill,"Kofta, lamb ribs, chicken, kebab, sauce",,"Egyptian mixed grill platter with kofta, ribs and chicken.",,Meat,High,3.3,280,18,24,3
30117,Freekeh Soup,"Freekeh, chicken broth, onion, carrots, salt, spices",,Warm freekeh soup rich in vitamins.,,Soup,Low,3,70,1.5,4,12
30118,Chicken with Caramelized Onion,"Chicken, caramelized onion, ghee, salt, spices",,Browned chicken with caramelized onion in ghee.,,Poultry,Medium,3.1,225,13,22,6
30119,Guava with Cottage Cheese,"Guava, cottage cheese, honey",,Refreshing Egyptian light snack with guava and cheese.,,Vegetarian,Low,2.2,85,2,6,12
30120,Brown Rice Tuna Salad,"Brown rice, tuna, cucumber, coriander, lemon",,Balanced salad of brown rice and high-protein tuna.,,Salad,Medium,5,165,3.5,18,18
30121,Grilled Mackerel,"Mackerel, thyme, lemon, garlic, olive oil",,Grilled mackerel rich in omega-3 and protein.,,Seafood,Medium,3.7,190,12,20,0
30122,Kiwi Spinach Smoothie,"Kiwi, spinach, banana, coconut water, ginger",,Refreshing green smoothie rich in vitamin C and fiber.,,Smoothies & Shakes,Low,2.8,70,0.5,2,15
30123,Cauliflower Pizza with Chicken,"Cauliflower, chicken breast, tomato sauce, low-fat cheese",,"Keto pizza with cauliflower base and chicken, low in carbs.",,Poultry,Low,2.5,110,4,14,7
30124,Chickpea Broccoli Salad,"Chickpeas, broccoli, carrots, balsamic vinegar, olive oil",,Salad rich in plant protein and antioxidants.,,Salad,Low,3.5,125,5,6.5,14
30125,Strawberry Oat Shake,"Strawberries, oats, milk, protein powder, honey",,Healthy strawberry oat shake ideal post-workout.,,Protein Shakes,Medium,2.9,210,3.5,20,28
30126,Kale Avocado Salad,"Kale, avocado, lemon, olive oil, salt",,Kale salad rich in iron with avocado full of healthy fats.,,Salad,Medium,2,180,14,4,9
30127,Lemon Caper Chicken,"Chicken breast, lemon, capers, butter, broth",,Chicken breast with light lemon caper sauce.,,Poultry,Low,2.1,155,6,25,3
30128,Beef with Broccoli,"Lean beef, broccoli, garlic, light soy sauce",,"Lean beef with broccoli, a high-protein healthy meal.",,Meat,Medium,2.8,175,6.5,22,8
30129,Coconut Chia Pudding,"Chia seeds, coconut milk, honey, vanilla",,"Chia pudding rich in fiber and omega-3, a healthy breakfast.",,Dessert,Low,2.6,145,8,5,14
30130,Rocket Parmesan Salad,"Rocket, parmesan cheese, mustard, lemon, olive oil",,Peppery rocket salad with parmesan cheese.,,Salad,Low,3.7,110,8,5,4
30131,Turmeric Ginger Smoothie,"Turmeric, ginger, lemon, honey, black pepper, water",,Anti-inflammatory smoothie rich in antioxidants.,,Smoothies & Shakes,Low,3,45,0.2,0.5,10
30132,Indian Spiced Chicken Breast,"Chicken breast, curry, turmeric, garlic, yogurt",,Curry and turmeric marinated chicken breast grilled healthily.,,Poultry,Low,3,160,4,28,4
30133,Beet Carrot Juice,"Beet, carrots, apple, ginger, lemon",,Blood-cleansing juice rich in iron and vitamin C.,,Juices & Cold Drinks,Low,3.7,55,0.2,1.5,12
30134,Dates with Almonds,"Dates, almonds, sesame",,Natural snack rich in natural sugars and energy.,,Vegetarian,High,3,380,12,5,65
30135,Avocado Cacao Smoothie,"Avocado, cacao powder, banana, almond milk, honey",,Avocado cacao smoothie rich in healthy fats and antioxidants.,,Smoothies & Shakes,Medium,2.2,195,14,5,18
30136,Salmon Fillet with Mango Salsa,"Salmon, mango, red pepper, coriander, lemon",,Grilled salmon with tropical mango salsa.,,Seafood,Medium,3.8,195,11,22,8
30137,Chicken Protein Bowl,"Brown rice, chicken breast, avocado, tomatoes, lettuce",,"Complete protein bowl with chicken, avocado and brown rice.",,Poultry,Medium,4,285,10,28,22
30138,Dark Chocolate Peanut Butter Shake,"Peanut butter, dark chocolate powder, protein, milk",,Energy-rich protein shake ideal for pre-workout.,,Protein Shakes,Medium,2.8,320,12,28,26
30139,Fennel Orange Salad,"Fennel, orange, black olives, lemon, olive oil",,Refreshing salad with fennel and citrusy orange.,,Salad,Low,3.1,90,5,1.5,10
